Timestamp,Alert_ID,Severity,MITRE,Description,Status,Assigned_To
2026-07-03 07:14:00,AL0050,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:49:00,AL0051,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:24:00,AL0052,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 06:09:00,AL0053,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:30:00,AL0054,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:23:00,AL0055,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:31:00,AL0056,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:49:00,AL0057,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:35:00,AL0058,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:33:00,AL0059,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:15:00,AL0060,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:38:00,AL0061,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:46:00,AL0062,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:32:00,AL0063,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 15:19:00,AL0064,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:46:00,AL0065,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:41:00,AL0066,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:49:00,AL0067,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:50:00,AL0068,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:27:00,AL0069,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:25:00,AL0070,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:40:00,AL0071,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:38:00,AL0072,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:27:00,AL0073,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:20:00,AL0074,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:14:00,AL0075,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 06:37:00,AL0076,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:56:00,AL0077,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:50:00,AL0078,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:44:00,AL0079,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:32:00,AL0080,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:18:00,AL0081,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:28:00,AL0082,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:31:00,AL0083,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:56:00,AL0084,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:05:00,AL0085,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 07:35:00,AL0086,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:43:00,AL0087,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:00:00,AL0088,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:42:00,AL0089,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:45:00,AL0090,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:13:00,AL0091,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 04:32:00,AL0092,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:00:00,AL0093,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:23:00,AL0094,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:16:00,AL0095,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:18:00,AL0096,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:09:00,AL0097,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 06:24:00,AL0098,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:55:00,AL0099,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 07:56:00,AL0100,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:21:00,AL0101,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 04:33:00,AL0102,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 15:56:00,AL0103,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:31:00,AL0104,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:39:00,AL0105,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:06:00,AL0106,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:25:00,AL0107,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:10:00,AL0108,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:58:00,AL0109,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:54:00,AL0110,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:09:00,AL0111,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:06:00,AL0112,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:07:00,AL0113,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:23:00,AL0114,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 06:51:00,AL0115,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:10:00,AL0116,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 07:51:00,AL0117,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:46:00,AL0118,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:21:00,AL0119,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:08:00,AL0120,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:37:00,AL0121,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:26:00,AL0122,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:32:00,AL0123,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:50:00,AL0124,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:11:00,AL0125,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:28:00,AL0126,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:04:00,AL0127,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:21:00,AL0128,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:00:00,AL0129,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:01:00,AL0130,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:15:00,AL0131,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:34:00,AL0132,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:28:00,AL0133,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:24:00,AL0134,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:25:00,AL0135,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:09:00,AL0136,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:37:00,AL0137,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:03:00,AL0138,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:10:00,AL0139,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:34:00,AL0140,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 04:15:00,AL0141,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:21:00,AL0142,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 07:03:00,AL0143,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:15:00,AL0144,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:36:00,AL0145,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:34:00,AL0146,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:10:00,AL0147,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:34:00,AL0148,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:13:00,AL0149,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:13:00,AL0150,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 16:35:00,AL0151,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:01:00,AL0152,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 15:38:00,AL0153,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:21:00,AL0154,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:59:00,AL0155,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:17:00,AL0156,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:53:00,AL0157,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:34:00,AL0158,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:56:00,AL0159,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:11:00,AL0160,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:58:00,AL0161,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:44:00,AL0162,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:17:00,AL0163,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:46:00,AL0164,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:38:00,AL0165,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:49:00,AL0166,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:53:00,AL0167,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 06:49:00,AL0168,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:29:00,AL0169,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:44:00,AL0170,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 15:41:00,AL0171,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 06:58:00,AL0172,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:12:00,AL0173,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:10:00,AL0174,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 15:49:00,AL0175,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:19:00,AL0176,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:24:00,AL0177,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:44:00,AL0178,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:15:00,AL0179,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:46:00,AL0180,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:48:00,AL0181,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:02:00,AL0182,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:11:00,AL0183,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:03:00,AL0184,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 04:41:00,AL0185,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:44:00,AL0186,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:07:00,AL0187,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 07:43:00,AL0188,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:43:00,AL0189,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:17:00,AL0190,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:52:00,AL0191,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:55:00,AL0192,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:11:00,AL0193,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 07:20:00,AL0194,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:40:00,AL0195,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:09:00,AL0196,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 06:32:00,AL0197,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:32:00,AL0198,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:46:00,AL0199,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:45:00,AL0200,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:23:00,AL0201,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:24:00,AL0202,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:14:00,AL0203,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:28:00,AL0204,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 04:14:00,AL0205,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:59:00,AL0206,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:02:00,AL0207,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:43:00,AL0208,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:19:00,AL0209,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:57:00,AL0210,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 06:23:00,AL0211,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:21:00,AL0212,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:41:00,AL0213,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:35:00,AL0214,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:00:00,AL0215,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:50:00,AL0216,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:20:00,AL0217,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 16:22:00,AL0218,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:15:00,AL0219,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:06:00,AL0220,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:51:00,AL0221,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:30:00,AL0222,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:08:00,AL0223,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:28:00,AL0224,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:32:00,AL0225,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 06:52:00,AL0226,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:36:00,AL0227,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:06:00,AL0228,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:47:00,AL0229,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:46:00,AL0230,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:01:00,AL0231,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:15:00,AL0232,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:42:00,AL0233,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:51:00,AL0234,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:41:00,AL0235,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:46:00,AL0236,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:12:00,AL0237,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:33:00,AL0238,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:54:00,AL0239,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 04:23:00,AL0240,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:31:00,AL0241,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:24:00,AL0242,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:58:00,AL0243,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 16:26:00,AL0244,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:12:00,AL0245,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:48:00,AL0246,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:59:00,AL0247,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:25:00,AL0248,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:51:00,AL0249,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:48:00,AL0250,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:01:00,AL0251,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:32:00,AL0252,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:25:00,AL0253,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:10:00,AL0254,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:25:00,AL0255,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:41:00,AL0256,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:56:00,AL0257,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:22:00,AL0258,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:03:00,AL0259,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 20:23:00,AL0260,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:15:00,AL0261,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:15:00,AL0262,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:47:00,AL0263,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:02:00,AL0264,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:13:00,AL0265,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:48:00,AL0266,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:29:00,AL0267,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:15:00,AL0268,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:14:00,AL0269,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 04:11:00,AL0270,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:54:00,AL0271,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:06:00,AL0272,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:49:00,AL0273,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:57:00,AL0274,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 22:22:00,AL0275,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 07:47:00,AL0276,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 06:40:00,AL0277,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:56:00,AL0278,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:37:00,AL0279,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 21:55:00,AL0280,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:57:00,AL0281,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:13:00,AL0282,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:01:00,AL0283,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:02:00,AL0284,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 16:39:00,AL0285,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 23:29:00,AL0286,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:33:00,AL0287,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:05:00,AL0288,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 05:32:00,AL0289,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:27:00,AL0290,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:06:00,AL0291,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 15:26:00,AL0292,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:21:00,AL0293,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:54:00,AL0294,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 04:02:00,AL0295,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:00:00,AL0296,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 10:33:00,AL0297,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 03:39:00,AL0298,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 15:32:00,AL0299,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 11:53:00,AL0300,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:20:00,AL0301,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 01:25:00,AL0302,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 19:23:00,AL0303,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 17:23:00,AL0304,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:52:00,AL0305,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 00:54:00,AL0306,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 12:19:00,AL0307,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 06:15:00,AL0308,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:59:00,AL0309,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:02:00,AL0310,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 18:34:00,AL0311,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 13:52:00,AL0312,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 08:38:00,AL0313,Medium,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 02:13:00,AL0314,Low,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 14:22:00,AL0315,High,,Routine Security Event,Closed,SOC_ANALYST
2026-07-03 09:50:00,AL0316,Medium,,Routine Security Event,Closed,SOC_ANALYST
