Timestamp,Source_IP,Destination_IP,Protocol,Port,Bytes,Packets,Action,Event
2026-07-03 11:16:00,10.20.4.100,10.20.3.197,UDP,445,34517,148,Allowed,Normal Traffic
2026-07-03 00:14:00,10.20.4.127,10.20.5.21,UDP,443,48820,3,Allowed,DNS Query
2026-07-03 19:29:00,10.20.3.228,10.20.1.63,UDP,3389,6806,320,Allowed,Normal Traffic
2026-07-03 08:11:00,10.20.5.29,10.20.1.92,TCP,3389,18958,329,Allowed,Normal Traffic
2026-07-03 22:19:00,10.20.2.55,10.20.5.170,TCP,3389,31813,86,Allowed,DNS Query
2026-07-03 08:44:00,10.20.2.214,10.20.5.17,UDP,3389,24899,342,Allowed,Web Access
2026-07-03 16:07:00,10.20.4.8,10.20.1.79,UDP,443,3453,361,Allowed,Web Access
2026-07-03 03:16:00,10.20.5.175,10.20.3.249,ICMP,3389,22730,431,Allowed,DNS Query
2026-07-03 12:18:00,10.20.2.1,10.20.1.37,TCP,443,28429,489,Allowed,Web Access
2026-07-03 12:55:00,10.20.4.222,10.20.4.150,TCP,445,21862,475,Allowed,Normal Traffic
2026-07-03 09:08:00,10.20.3.181,10.20.5.77,UDP,3389,5663,139,Allowed,Normal Traffic
2026-07-03 14:36:00,10.20.2.66,10.20.1.232,UDP,445,19862,163,Allowed,DNS Query
2026-07-03 14:36:00,10.20.1.243,10.20.4.90,TCP,443,43387,267,Allowed,Web Access
2026-07-03 06:37:00,10.20.1.188,10.20.5.218,TCP,3389,47594,410,Allowed,Web Access
2026-07-03 19:19:00,10.20.1.46,10.20.4.172,ICMP,443,41414,407,Allowed,Web Access
2026-07-03 02:43:00,10.20.3.41,10.20.5.37,UDP,445,35967,275,Allowed,Web Access
2026-07-03 08:08:00,10.20.2.156,10.20.1.61,ICMP,445,43068,34,Allowed,Normal Traffic
2026-07-03 11:46:00,10.20.3.14,10.20.4.199,TCP,3389,22645,209,Allowed,Web Access
2026-07-03 09:25:00,10.20.3.221,10.20.2.99,UDP,80,41154,35,Allowed,Web Access
2026-07-03 01:59:00,10.20.5.153,10.20.4.224,ICMP,22,11167,126,Allowed,Web Access
2026-07-03 15:06:00,10.20.4.119,10.20.1.154,ICMP,22,1352,379,Allowed,DNS Query
2026-07-03 04:02:00,10.20.5.206,10.20.1.115,ICMP,3389,20518,41,Allowed,DNS Query
2026-07-03 05:25:00,10.20.5.197,10.20.1.200,UDP,22,44535,190,Allowed,DNS Query
2026-07-03 15:29:00,10.20.1.55,10.20.4.198,UDP,22,35366,91,Allowed,Web Access
2026-07-03 22:27:00,10.20.2.53,10.20.4.62,ICMP,80,39109,99,Allowed,DNS Query
2026-07-03 09:19:00,10.20.4.220,10.20.5.114,TCP,3389,37070,483,Allowed,DNS Query
2026-07-03 18:49:00,10.20.4.189,10.20.1.6,ICMP,443,9455,173,Allowed,Web Access
2026-07-03 22:17:00,10.20.5.168,10.20.4.129,ICMP,80,47751,393,Allowed,Web Access
2026-07-03 01:54:00,10.20.3.43,10.20.4.162,UDP,443,32480,379,Allowed,Web Access
2026-07-03 23:21:00,10.20.2.55,10.20.2.182,UDP,22,28307,308,Allowed,DNS Query
2026-07-03 02:48:00,10.20.3.62,10.20.5.182,UDP,80,48616,117,Allowed,DNS Query
2026-07-03 13:36:00,10.20.2.188,10.20.4.159,ICMP,443,43148,37,Allowed,DNS Query
2026-07-03 10:59:00,10.20.5.95,10.20.4.90,UDP,22,2604,437,Allowed,Normal Traffic
2026-07-03 12:11:00,10.20.3.186,10.20.5.251,TCP,445,15924,177,Allowed,Web Access
2026-07-03 19:19:00,10.20.3.234,10.20.4.143,ICMP,3389,32123,118,Allowed,Normal Traffic
2026-07-03 22:42:00,10.20.4.168,10.20.1.241,UDP,3389,39843,401,Allowed,DNS Query
2026-07-03 21:06:00,10.20.4.236,10.20.2.67,UDP,443,22140,404,Allowed,Normal Traffic
2026-07-03 07:23:00,10.20.3.46,10.20.3.135,ICMP,3389,33843,380,Allowed,Normal Traffic
2026-07-03 19:28:00,10.20.3.20,10.20.1.50,TCP,80,34279,413,Allowed,Web Access
2026-07-03 12:07:00,10.20.2.238,10.20.3.150,ICMP,443,28791,459,Allowed,DNS Query
2026-07-03 02:17:00,10.20.5.168,10.20.3.109,ICMP,445,10886,455,Allowed,Web Access
2026-07-03 01:57:00,10.20.5.192,10.20.1.208,TCP,443,31398,168,Allowed,DNS Query
2026-07-03 02:42:00,10.20.2.65,10.20.3.16,ICMP,3389,16448,19,Allowed,Web Access
2026-07-03 01:31:00,10.20.2.164,10.20.4.33,ICMP,80,39933,297,Allowed,DNS Query
2026-07-03 03:43:00,10.20.3.217,10.20.5.125,TCP,22,40114,171,Allowed,Normal Traffic
2026-07-03 09:12:00,10.20.5.91,10.20.4.24,UDP,80,32231,273,Allowed,DNS Query
2026-07-03 21:16:00,10.20.4.70,10.20.2.26,UDP,22,49303,172,Allowed,Web Access
2026-07-03 21:36:00,10.20.5.130,10.20.2.187,TCP,445,1151,82,Allowed,Normal Traffic
2026-07-03 21:30:00,10.20.5.210,10.20.5.143,TCP,80,31674,454,Allowed,Web Access
2026-07-03 02:02:00,10.20.1.132,10.20.4.108,TCP,22,47344,6,Allowed,Normal Traffic
2026-07-03 20:25:00,10.20.4.153,10.20.2.70,ICMP,3389,49986,476,Allowed,Web Access
2026-07-03 12:53:00,10.20.4.170,10.20.1.18,TCP,3389,22856,103,Allowed,Normal Traffic
2026-07-03 16:37:00,10.20.2.129,10.20.3.219,TCP,3389,33300,376,Allowed,DNS Query
2026-07-03 20:27:00,10.20.1.195,10.20.3.161,UDP,3389,14377,19,Allowed,Normal Traffic
2026-07-03 08:22:00,10.20.4.229,10.20.2.243,TCP,22,33459,271,Allowed,DNS Query
2026-07-03 17:35:00,10.20.1.197,10.20.2.134,UDP,445,24130,155,Allowed,Normal Traffic
2026-07-03 08:51:00,10.20.4.6,10.20.4.87,UDP,22,12490,473,Allowed,Web Access
2026-07-03 15:09:00,10.20.3.49,10.20.2.134,UDP,445,22071,380,Allowed,DNS Query
2026-07-03 03:01:00,10.20.2.16,10.20.4.57,UDP,3389,39254,17,Allowed,Web Access
2026-07-03 15:33:00,10.20.2.185,10.20.4.142,ICMP,80,23274,344,Allowed,Web Access
2026-07-03 03:05:00,10.20.3.12,10.20.4.105,TCP,445,5786,158,Allowed,DNS Query
2026-07-03 20:34:00,10.20.4.104,10.20.3.129,TCP,80,5225,101,Allowed,Normal Traffic
2026-07-03 15:01:00,10.20.1.156,10.20.4.197,ICMP,80,43917,227,Allowed,Normal Traffic
2026-07-03 11:59:00,10.20.1.250,10.20.5.102,UDP,80,8505,44,Allowed,Normal Traffic
2026-07-03 02:46:00,10.20.4.40,10.20.5.110,TCP,80,28436,397,Allowed,DNS Query
2026-07-03 17:02:00,10.20.3.211,10.20.5.9,UDP,22,47424,327,Allowed,Web Access
2026-07-03 15:16:00,10.20.1.174,10.20.3.107,UDP,80,19989,116,Allowed,Web Access
2026-07-03 21:50:00,10.20.3.18,10.20.2.6,TCP,80,35084,421,Allowed,DNS Query
2026-07-03 14:26:00,10.20.2.134,10.20.3.240,ICMP,22,16671,453,Allowed,DNS Query
2026-07-03 01:17:00,10.20.1.34,10.20.5.165,UDP,3389,11817,381,Allowed,Normal Traffic
2026-07-03 04:41:00,10.20.2.137,10.20.1.116,UDP,443,5231,192,Allowed,DNS Query
2026-07-03 03:19:00,10.20.3.118,10.20.5.162,UDP,443,33832,6,Allowed,Web Access
2026-07-03 05:24:00,10.20.4.253,10.20.1.29,UDP,445,37383,204,Allowed,DNS Query
2026-07-03 12:51:00,10.20.3.237,10.20.1.161,UDP,3389,29402,252,Allowed,Web Access
2026-07-03 03:22:00,10.20.3.111,10.20.3.172,ICMP,3389,43433,291,Allowed,Web Access
2026-07-03 04:07:00,10.20.3.122,10.20.1.105,UDP,80,38703,305,Allowed,DNS Query
2026-07-03 20:23:00,10.20.1.88,10.20.4.94,ICMP,443,29612,357,Allowed,Web Access
2026-07-03 13:17:00,10.20.1.71,10.20.4.171,UDP,3389,42032,482,Allowed,Normal Traffic
2026-07-03 14:15:00,10.20.1.79,10.20.5.206,ICMP,22,42636,284,Allowed,Web Access
2026-07-03 03:27:00,10.20.5.144,10.20.2.169,UDP,22,549,31,Allowed,DNS Query
2026-07-03 06:28:00,10.20.4.25,10.20.2.29,TCP,443,38665,411,Allowed,DNS Query
2026-07-03 03:38:00,10.20.5.111,10.20.5.115,TCP,443,5611,49,Allowed,Normal Traffic
2026-07-03 12:52:00,10.20.2.133,10.20.5.173,ICMP,445,42426,88,Allowed,DNS Query
2026-07-03 00:53:00,10.20.5.215,10.20.3.248,TCP,3389,42933,9,Allowed,DNS Query
2026-07-03 00:14:00,10.20.2.15,10.20.3.235,ICMP,22,6658,321,Allowed,Web Access
2026-07-03 23:30:00,10.20.4.113,10.20.1.63,ICMP,445,40289,224,Allowed,DNS Query
2026-07-03 09:04:00,10.20.5.218,10.20.2.48,TCP,22,11661,31,Allowed,Normal Traffic
2026-07-03 01:17:00,10.20.4.200,10.20.3.163,UDP,445,18372,258,Allowed,Web Access
2026-07-03 18:38:00,10.20.3.33,10.20.1.64,TCP,3389,31750,339,Allowed,Normal Traffic
2026-07-03 06:12:00,10.20.1.222,10.20.4.57,ICMP,445,26747,291,Allowed,DNS Query
2026-07-03 18:04:00,10.20.5.30,10.20.4.33,TCP,80,20656,157,Allowed,Normal Traffic
2026-07-03 18:45:00,10.20.2.84,10.20.3.54,UDP,445,12828,99,Allowed,Normal Traffic
2026-07-03 01:46:00,10.20.2.31,10.20.2.62,TCP,445,15826,193,Allowed,DNS Query
2026-07-03 15:35:00,10.20.5.71,10.20.4.124,TCP,443,37249,440,Allowed,Normal Traffic
2026-07-03 18:14:00,10.20.5.2,10.20.2.15,TCP,445,840,461,Allowed,DNS Query
2026-07-03 17:39:00,10.20.1.137,10.20.5.174,TCP,80,45919,235,Allowed,Web Access
2026-07-03 00:45:00,10.20.1.17,10.20.3.1,UDP,22,27559,299,Allowed,Normal Traffic
2026-07-03 01:33:00,10.20.5.183,10.20.5.48,UDP,3389,44802,86,Allowed,Normal Traffic
2026-07-03 05:35:00,10.20.1.18,10.20.3.69,ICMP,80,1256,378,Allowed,Web Access
2026-07-03 22:16:00,10.20.2.25,10.20.5.217,ICMP,22,2606,351,Allowed,Normal Traffic
2026-07-03 12:46:00,10.20.3.80,10.20.2.116,TCP,80,27606,76,Allowed,Web Access
2026-07-03 05:45:00,10.20.5.101,10.20.4.200,TCP,443,34309,363,Allowed,DNS Query
2026-07-03 04:39:00,10.20.4.105,10.20.1.60,ICMP,445,24925,114,Allowed,DNS Query
2026-07-03 06:29:00,10.20.3.111,10.20.2.177,ICMP,443,12829,380,Allowed,DNS Query
2026-07-03 10:11:00,10.20.3.178,10.20.5.24,TCP,443,15655,182,Allowed,Normal Traffic
2026-07-03 10:38:00,10.20.1.75,10.20.4.243,ICMP,445,24330,83,Allowed,Web Access
2026-07-03 02:55:00,10.20.2.139,10.20.4.139,UDP,80,23831,345,Allowed,Normal Traffic
2026-07-03 11:12:00,10.20.3.173,10.20.3.201,TCP,80,39631,397,Allowed,Normal Traffic
2026-07-03 11:16:00,10.20.4.55,10.20.1.150,ICMP,22,28320,448,Allowed,Normal Traffic
2026-07-03 11:51:00,10.20.5.169,10.20.1.55,UDP,443,20720,16,Allowed,Web Access
2026-07-03 21:31:00,10.20.5.180,10.20.5.169,ICMP,445,6721,57,Allowed,DNS Query
2026-07-03 23:23:00,10.20.1.42,10.20.1.218,TCP,22,28032,335,Allowed,Normal Traffic
2026-07-03 19:13:00,10.20.3.77,10.20.5.201,UDP,80,36603,396,Allowed,Web Access
2026-07-03 07:05:00,10.20.4.51,10.20.4.8,UDP,22,6995,106,Allowed,Normal Traffic
2026-07-03 14:37:00,10.20.2.76,10.20.3.252,ICMP,445,39775,14,Allowed,Web Access
2026-07-03 02:44:00,10.20.3.68,10.20.5.69,ICMP,3389,19351,94,Allowed,Web Access
2026-07-03 06:28:00,10.20.3.209,10.20.5.209,UDP,22,39221,372,Allowed,Web Access
2026-07-03 19:19:00,10.20.2.127,10.20.4.126,ICMP,443,38402,182,Allowed,Normal Traffic
2026-07-03 11:27:00,10.20.5.217,10.20.1.221,TCP,80,1176,331,Allowed,DNS Query
2026-07-03 12:23:00,10.20.5.252,10.20.5.130,UDP,80,44291,395,Allowed,DNS Query
2026-07-03 15:49:00,10.20.2.246,10.20.1.192,ICMP,443,6768,281,Allowed,Normal Traffic
2026-07-03 19:41:00,10.20.5.209,10.20.4.67,UDP,3389,310,153,Allowed,Normal Traffic
2026-07-03 04:03:00,10.20.1.68,10.20.2.25,ICMP,3389,43121,285,Allowed,Normal Traffic
2026-07-03 20:11:00,10.20.5.65,10.20.4.168,UDP,3389,33156,407,Allowed,DNS Query
2026-07-03 00:05:00,10.20.5.27,10.20.4.169,TCP,22,9733,364,Allowed,Normal Traffic
2026-07-03 03:41:00,10.20.2.70,10.20.1.47,UDP,3389,16643,29,Allowed,Normal Traffic
2026-07-03 21:50:00,10.20.5.27,10.20.2.178,ICMP,22,39324,333,Allowed,Normal Traffic
2026-07-03 11:55:00,10.20.3.48,10.20.1.199,ICMP,80,434,99,Allowed,Normal Traffic
2026-07-03 15:15:00,10.20.5.142,10.20.1.59,UDP,3389,39671,57,Allowed,Web Access
2026-07-03 22:12:00,10.20.3.135,10.20.3.105,TCP,80,17908,35,Allowed,DNS Query
2026-07-03 22:37:00,10.20.5.55,10.20.3.18,ICMP,80,6918,81,Allowed,DNS Query
2026-07-03 01:17:00,10.20.1.250,10.20.1.131,UDP,80,16761,456,Allowed,Normal Traffic
2026-07-03 15:42:00,10.20.5.162,10.20.4.236,UDP,445,24183,383,Allowed,Web Access
2026-07-03 02:15:00,10.20.3.97,10.20.1.138,ICMP,80,44394,409,Allowed,Web Access
2026-07-03 03:47:00,10.20.5.5,10.20.1.48,ICMP,80,49539,141,Allowed,Normal Traffic
2026-07-03 08:18:00,10.20.3.189,10.20.1.45,ICMP,80,8457,409,Allowed,DNS Query
2026-07-03 15:27:00,10.20.4.181,10.20.2.215,UDP,443,22102,61,Allowed,Normal Traffic
2026-07-03 13:27:00,10.20.2.114,10.20.4.91,ICMP,80,47619,233,Allowed,Web Access
2026-07-03 01:51:00,10.20.4.147,10.20.3.56,UDP,445,37793,172,Allowed,Normal Traffic
2026-07-03 14:34:00,10.20.2.65,10.20.4.154,UDP,3389,41297,172,Allowed,DNS Query
2026-07-03 00:32:00,10.20.5.251,10.20.1.155,UDP,443,29812,181,Allowed,Web Access
2026-07-03 12:53:00,10.20.3.9,10.20.1.140,TCP,3389,18774,245,Allowed,Normal Traffic
2026-07-03 19:09:00,10.20.4.15,10.20.5.141,UDP,3389,14242,402,Allowed,Web Access
2026-07-03 18:45:00,10.20.3.22,10.20.2.202,ICMP,443,3690,305,Allowed,DNS Query
2026-07-03 02:16:00,10.20.5.161,10.20.3.73,UDP,443,31131,78,Allowed,Normal Traffic
2026-07-03 23:11:00,10.20.2.157,10.20.4.188,UDP,3389,33961,284,Allowed,Normal Traffic
2026-07-03 21:55:00,10.20.1.20,10.20.2.145,TCP,443,43517,425,Allowed,Normal Traffic
2026-07-03 07:37:00,10.20.2.236,10.20.4.200,UDP,80,49196,162,Allowed,Normal Traffic
2026-07-03 17:07:00,10.20.2.8,10.20.2.17,UDP,22,40270,358,Allowed,DNS Query
2026-07-03 14:23:00,10.20.3.136,10.20.3.185,UDP,445,18726,405,Allowed,DNS Query
2026-07-03 11:24:00,10.20.3.23,10.20.1.208,ICMP,80,48548,279,Allowed,Normal Traffic
2026-07-03 15:41:00,10.20.2.224,10.20.4.2,TCP,443,31284,92,Allowed,Web Access
2026-07-03 19:22:00,10.20.3.137,10.20.3.187,ICMP,443,27532,236,Allowed,Web Access
2026-07-03 15:04:00,10.20.4.132,10.20.4.49,TCP,80,49643,131,Allowed,Web Access
2026-07-03 16:24:00,10.20.5.130,10.20.3.69,UDP,3389,26093,408,Allowed,Web Access
2026-07-03 07:37:00,10.20.1.230,10.20.5.204,TCP,22,14188,342,Allowed,DNS Query
2026-07-03 03:38:00,10.20.2.179,10.20.1.106,UDP,80,19131,69,Allowed,Web Access
2026-07-03 04:17:00,10.20.2.173,10.20.2.217,UDP,443,47725,216,Allowed,DNS Query
2026-07-03 10:03:00,10.20.4.251,10.20.1.84,TCP,22,33041,152,Allowed,Web Access
2026-07-03 08:13:00,10.20.4.108,10.20.3.91,TCP,3389,11652,243,Allowed,Web Access
2026-07-03 07:34:00,10.20.4.92,10.20.1.212,UDP,443,26085,480,Allowed,Normal Traffic
2026-07-03 18:33:00,10.20.1.50,10.20.4.51,ICMP,80,9225,377,Allowed,DNS Query
2026-07-03 17:37:00,10.20.1.2,10.20.2.59,TCP,445,44224,140,Allowed,DNS Query
2026-07-03 04:34:00,10.20.1.207,10.20.5.6,TCP,3389,2392,391,Allowed,DNS Query
2026-07-03 00:57:00,10.20.3.51,10.20.3.202,TCP,445,39634,172,Allowed,Normal Traffic
2026-07-03 22:01:00,10.20.2.124,10.20.4.142,ICMP,3389,35558,360,Allowed,Normal Traffic
2026-07-03 01:15:00,10.20.5.89,10.20.5.11,ICMP,3389,15327,389,Allowed,Normal Traffic
2026-07-03 04:30:00,10.20.2.130,10.20.2.16,UDP,3389,21514,193,Allowed,Normal Traffic
2026-07-03 03:15:00,10.20.4.19,10.20.3.156,UDP,445,25507,301,Allowed,Normal Traffic
2026-07-03 06:30:00,10.20.1.65,10.20.1.17,TCP,80,27882,397,Allowed,Normal Traffic
2026-07-03 14:28:00,10.20.2.219,10.20.2.228,ICMP,445,26590,377,Allowed,Web Access
2026-07-03 06:32:00,10.20.5.186,10.20.3.136,ICMP,445,26725,350,Allowed,Normal Traffic
2026-07-03 03:53:00,10.20.2.127,10.20.5.197,UDP,80,31068,154,Allowed,Normal Traffic
2026-07-03 19:51:00,10.20.2.47,10.20.4.30,TCP,22,13936,407,Allowed,Normal Traffic
2026-07-03 16:25:00,10.20.5.177,10.20.3.243,UDP,80,38932,357,Allowed,DNS Query
2026-07-03 03:23:00,10.20.2.63,10.20.4.155,TCP,445,47939,273,Allowed,DNS Query
2026-07-03 12:45:00,10.20.4.225,10.20.5.36,ICMP,445,15771,140,Allowed,Web Access
2026-07-03 18:31:00,10.20.4.155,10.20.2.157,ICMP,443,14828,64,Allowed,Normal Traffic
2026-07-03 02:09:00,10.20.5.194,10.20.1.23,UDP,445,34326,451,Allowed,DNS Query
2026-07-03 10:51:00,10.20.3.28,10.20.1.96,UDP,443,5238,395,Allowed,DNS Query
2026-07-03 13:42:00,10.20.1.182,10.20.1.15,ICMP,80,5674,427,Allowed,Web Access
2026-07-03 17:21:00,10.20.3.43,10.20.4.142,ICMP,80,2619,140,Allowed,DNS Query
2026-07-03 00:35:00,10.20.3.123,10.20.3.235,ICMP,443,19490,402,Allowed,DNS Query
2026-07-03 18:50:00,10.20.5.251,10.20.1.160,ICMP,22,12019,305,Allowed,Normal Traffic
2026-07-03 06:18:00,10.20.1.84,10.20.1.126,UDP,80,38772,445,Allowed,Normal Traffic
2026-07-03 16:57:00,10.20.5.63,10.20.1.231,ICMP,443,16955,409,Allowed,DNS Query
2026-07-03 19:09:00,10.20.1.218,10.20.2.99,UDP,443,20684,404,Allowed,DNS Query
2026-07-03 17:20:00,10.20.5.162,10.20.1.206,TCP,80,24858,341,Allowed,Normal Traffic
2026-07-03 21:39:00,10.20.3.199,10.20.2.181,UDP,445,36386,262,Allowed,Web Access
2026-07-03 12:52:00,10.20.4.103,10.20.1.47,UDP,80,6322,293,Allowed,DNS Query
2026-07-03 03:44:00,10.20.4.207,10.20.3.173,ICMP,443,19367,249,Allowed,Normal Traffic
2026-07-03 09:57:00,10.20.3.213,10.20.2.13,TCP,443,45613,12,Allowed,Normal Traffic
2026-07-03 03:19:00,10.20.5.51,10.20.1.31,UDP,443,10802,461,Allowed,DNS Query
2026-07-03 07:23:00,10.20.4.4,10.20.3.196,ICMP,22,2711,390,Allowed,DNS Query
2026-07-03 07:25:00,10.20.1.177,10.20.2.112,UDP,3389,31031,16,Allowed,DNS Query
2026-07-03 21:39:00,10.20.2.185,10.20.3.11,UDP,80,7709,415,Allowed,Web Access
2026-07-03 02:44:00,10.20.2.146,10.20.1.21,ICMP,443,4617,300,Allowed,Normal Traffic
2026-07-03 04:23:00,10.20.1.138,10.20.5.104,ICMP,3389,32946,343,Allowed,DNS Query
2026-07-03 04:26:00,10.20.2.53,10.20.3.144,ICMP,22,32781,53,Allowed,DNS Query
2026-07-03 17:51:00,10.20.1.221,10.20.5.238,TCP,445,45345,278,Allowed,Web Access
2026-07-03 02:42:00,10.20.5.56,10.20.2.217,ICMP,80,44659,20,Allowed,Normal Traffic
2026-07-03 16:13:00,10.20.3.118,10.20.2.71,UDP,3389,45013,325,Allowed,Normal Traffic
2026-07-03 17:45:00,10.20.5.254,10.20.4.135,UDP,80,35870,370,Allowed,DNS Query
2026-07-03 17:54:00,10.20.5.133,10.20.5.242,TCP,80,26020,136,Allowed,Web Access
2026-07-03 16:53:00,10.20.4.127,10.20.4.129,UDP,80,39343,471,Allowed,DNS Query
2026-07-03 01:34:00,10.20.2.145,10.20.3.237,ICMP,80,33550,98,Allowed,Normal Traffic
2026-07-03 23:17:00,10.20.2.124,10.20.3.162,ICMP,443,25521,211,Allowed,Normal Traffic
2026-07-03 17:11:00,10.20.3.209,10.20.4.8,ICMP,445,32295,30,Allowed,Normal Traffic
