Timestamp,Hostname,User,Source_IP,Destination_IP,Command,Status,MITRE_Technique,Process
2026-07-03 13:12:00,WIN-SRV01,EMP_029,10.20.3.132,10.20.4.50,ls,Success,,bash
2026-07-03 07:20:00,SQL-HR01,EMP_006,10.20.3.187,10.20.5.47,top,Success,,cron
2026-07-03 16:02:00,WIN-SRV02,EMP_025,10.20.3.105,10.20.3.80,pwd,Success,,bash
2026-07-03 05:35:00,DC02,EMP_014,10.20.1.224,10.20.3.239,ps,Success,,bash
2026-07-03 14:20:00,DC02,EMP_013,10.20.2.57,10.20.2.251,cat /var/log/auth.log,Success,,cron
2026-07-03 21:15:00,LINUX-SRV01,EMP_010,10.20.3.252,10.20.4.1,df,Success,,systemd
2026-07-03 23:18:00,DC01,EMP_025,10.20.3.9,10.20.4.35,top,Success,,cron
2026-07-03 01:33:00,LINUX-SRV02,SERVICE_SQL,10.20.5.123,10.20.5.160,df,Success,,systemd
2026-07-03 16:39:00,BACKUP01,EMP_007,10.20.1.139,10.20.3.143,ls,Success,,systemd
2026-07-03 05:27:00,DC01,EMP_045,10.20.4.179,10.20.1.19,top,Success,,cron
2026-07-03 16:50:00,SQL-HR01,EMP_011,10.20.1.120,10.20.2.248,ps,Success,,bash
2026-07-03 08:09:00,LINUX-SRV03,SERVICE_SQL,10.20.1.78,10.20.1.205,ps,Success,,bash
2026-07-03 05:33:00,LINUX-SRV03,EMP_050,10.20.2.100,10.20.2.165,df,Success,,bash
2026-07-03 19:50:00,DC01,EMP_042,10.20.5.160,10.20.1.205,ls,Success,,bash
2026-07-03 00:53:00,DC01,EMP_014,10.20.2.254,10.20.4.100,ls,Success,,cron
2026-07-03 13:49:00,DC01,EMP_046,10.20.1.149,10.20.4.151,ps,Success,,cron
2026-07-03 17:53:00,LINUX-SRV02,EMP_029,10.20.4.45,10.20.4.98,ps,Success,,bash
2026-07-03 09:14:00,LINUX-SRV02,EMP_049,10.20.4.204,10.20.5.45,ps,Success,,cron
2026-07-03 12:24:00,BACKUP01,EMP_045,10.20.4.11,10.20.1.114,pwd,Success,,bash
2026-07-03 04:42:00,DC01,EMP_008,10.20.1.171,10.20.2.22,top,Success,,bash
2026-07-03 21:11:00,DC01,EMP_050,10.20.1.156,10.20.4.194,pwd,Success,,systemd
2026-07-03 03:43:00,SQL-FIN01,EMP_015,10.20.4.53,10.20.3.247,df,Success,,cron
2026-07-03 18:54:00,WIN-SRV02,EMP_010,10.20.2.111,10.20.4.134,ps,Success,,cron
2026-07-03 15:16:00,DC02,EMP_006,10.20.3.3,10.20.3.77,df,Success,,systemd
2026-07-03 03:51:00,LINUX-SRV03,EMP_042,10.20.1.105,10.20.1.33,cat /var/log/auth.log,Success,,systemd
2026-07-03 16:15:00,WIN-SRV01,EMP_033,10.20.4.4,10.20.1.70,top,Success,,cron
2026-07-03 17:08:00,DC01,EMP_044,10.20.4.26,10.20.3.135,cat /var/log/auth.log,Success,,cron
2026-07-03 04:17:00,DC01,EMP_048,10.20.5.205,10.20.1.249,cat /var/log/auth.log,Success,,bash
2026-07-03 12:12:00,BACKUP01,EMP_044,10.20.5.60,10.20.2.184,df,Success,,cron
2026-07-03 02:37:00,BACKUP01,EMP_037,10.20.4.228,10.20.5.55,ps,Success,,cron
2026-07-03 09:04:00,LINUX-SRV03,EMP_027,10.20.1.81,10.20.1.21,cat /var/log/auth.log,Success,,bash
2026-07-03 13:20:00,LINUX-SRV02,EMP_046,10.20.1.151,10.20.1.186,pwd,Success,,cron
2026-07-03 05:09:00,DC01,EMP_046,10.20.4.81,10.20.4.169,top,Success,,bash
2026-07-03 19:20:00,DC02,EMP_039,10.20.2.250,10.20.4.110,cat /var/log/auth.log,Success,,cron
2026-07-03 15:56:00,WIN-SRV01,EMP_041,10.20.2.108,10.20.3.251,pwd,Success,,systemd
2026-07-03 14:10:00,DC01,EMP_043,10.20.4.55,10.20.1.23,top,Success,,bash
2026-07-03 06:53:00,SQL-HR01,SERVICE_SQL,10.20.2.125,10.20.5.173,top,Success,,bash
2026-07-03 01:16:00,DC01,EMP_019,10.20.1.180,10.20.4.37,cat /var/log/auth.log,Success,,systemd
2026-07-03 14:52:00,WIN-SRV02,EMP_026,10.20.4.136,10.20.3.134,ps,Success,,bash
2026-07-03 10:45:00,SQL-FIN01,EMP_042,10.20.3.254,10.20.1.59,ls,Success,,cron
2026-07-03 13:40:00,SQL-FIN01,EMP_002,10.20.4.234,10.20.1.186,pwd,Success,,cron
2026-07-03 16:55:00,LINUX-SRV03,EMP_045,10.20.5.78,10.20.3.31,pwd,Success,,cron
2026-07-03 14:01:00,LINUX-SRV01,EMP_023,10.20.5.152,10.20.1.20,cat /var/log/auth.log,Success,,systemd
2026-07-03 17:45:00,LINUX-SRV01,NETWORK_ADMIN,10.20.4.142,10.20.1.15,ps,Success,,cron
2026-07-03 20:15:00,SQL-HR01,EMP_022,10.20.1.247,10.20.2.165,ps,Success,,bash
2026-07-03 05:01:00,SQL-FIN01,EMP_044,10.20.2.251,10.20.2.122,top,Success,,bash
2026-07-03 21:33:00,WIN-SRV02,EMP_022,10.20.2.40,10.20.2.185,ps,Success,,bash
2026-07-03 16:26:00,DC02,EMP_011,10.20.3.230,10.20.4.242,cat /var/log/auth.log,Success,,bash
2026-07-03 01:53:00,SQL-FIN01,EMP_019,10.20.5.53,10.20.4.209,top,Success,,cron
2026-07-03 08:50:00,SQL-HR01,EMP_048,10.20.5.124,10.20.1.205,pwd,Success,,bash
2026-07-03 00:37:00,DC01,EMP_049,10.20.1.12,10.20.3.97,top,Success,,bash
2026-07-03 00:45:00,SQL-FIN01,EMP_048,10.20.4.242,10.20.3.28,top,Success,,cron
2026-07-03 16:54:00,BACKUP01,EMP_025,10.20.3.173,10.20.2.74,cat /var/log/auth.log,Success,,bash
2026-07-03 18:19:00,DC01,EMP_041,10.20.3.215,10.20.1.81,cat /var/log/auth.log,Success,,cron
2026-07-03 00:34:00,DC01,EMP_024,10.20.3.126,10.20.4.67,top,Success,,cron
2026-07-03 21:22:00,WIN-SRV01,EMP_025,10.20.5.47,10.20.1.78,df,Success,,bash
2026-07-03 13:27:00,WIN-SRV02,EMP_037,10.20.2.218,10.20.3.184,ls,Success,,systemd
2026-07-03 06:40:00,SQL-FIN01,EMP_050,10.20.3.75,10.20.3.21,df,Success,,bash
2026-07-03 14:32:00,LINUX-SRV01,EMP_046,10.20.1.164,10.20.2.182,pwd,Success,,bash
2026-07-03 23:15:00,SQL-HR01,EMP_028,10.20.4.127,10.20.5.159,pwd,Success,,systemd
2026-07-03 04:35:00,WIN-SRV02,EMP_025,10.20.2.220,10.20.3.231,cat /var/log/auth.log,Success,,cron
2026-07-03 03:19:00,DC01,EMP_048,10.20.5.254,10.20.1.218,top,Success,,cron
2026-07-03 01:26:00,DC02,EMP_044,10.20.5.181,10.20.4.93,cat /var/log/auth.log,Success,,cron
2026-07-03 13:02:00,LINUX-SRV02,EMP_036,10.20.3.105,10.20.5.39,cat /var/log/auth.log,Success,,bash
2026-07-03 02:37:00,BACKUP01,EMP_045,10.20.2.210,10.20.4.138,ps,Success,,systemd
2026-07-03 09:23:00,LINUX-SRV02,EMP_031,10.20.2.233,10.20.2.183,df,Success,,systemd
2026-07-03 16:34:00,LINUX-SRV01,EMP_028,10.20.3.69,10.20.3.238,ps,Success,,bash
2026-07-03 13:12:00,BACKUP01,EMP_035,10.20.3.169,10.20.1.59,df,Success,,bash
2026-07-03 01:15:00,DC02,EMP_017,10.20.1.130,10.20.4.36,cat /var/log/auth.log,Success,,cron
2026-07-03 07:54:00,SQL-HR01,EMP_034,10.20.3.163,10.20.4.26,top,Success,,bash
2026-07-03 01:04:00,BACKUP01,EMP_030,10.20.2.237,10.20.1.153,ls,Success,,cron
2026-07-03 02:10:00,LINUX-SRV03,EMP_012,10.20.3.202,10.20.5.209,top,Success,,bash
2026-07-03 07:19:00,LINUX-SRV03,EMP_022,10.20.3.31,10.20.2.221,ps,Success,,systemd
2026-07-03 23:47:00,LINUX-SRV03,EMP_026,10.20.1.109,10.20.5.229,top,Success,,systemd
2026-07-03 01:28:00,BACKUP01,EMP_027,10.20.1.182,10.20.2.132,df,Success,,systemd
2026-07-03 10:22:00,LINUX-SRV02,NETWORK_ADMIN,10.20.1.214,10.20.1.184,ls,Success,,cron
2026-07-03 00:59:00,LINUX-SRV02,EMP_009,10.20.3.9,10.20.2.201,ps,Success,,bash
2026-07-03 12:36:00,WIN-SRV02,EMP_022,10.20.2.119,10.20.4.172,ls,Success,,cron
2026-07-03 02:12:00,LINUX-SRV01,EMP_018,10.20.3.235,10.20.3.35,df,Success,,cron
2026-07-03 13:52:00,WIN-SRV02,EMP_031,10.20.4.130,10.20.5.6,df,Success,,bash
2026-07-03 23:17:00,WIN-SRV02,EMP_046,10.20.5.178,10.20.3.40,ps,Success,,bash
2026-07-04 00:00:00,LINUX-SRV02,EMP_022,10.20.5.246,10.20.3.213,top,Success,,cron
2026-07-03 13:07:00,WIN-SRV02,EMP_048,10.20.1.222,10.20.2.125,pwd,Success,,cron
2026-07-03 03:36:00,LINUX-SRV03,EMP_007,10.20.2.54,10.20.1.78,top,Success,,cron
2026-07-03 13:51:00,WIN-SRV01,EMP_035,10.20.4.109,10.20.5.9,pwd,Success,,cron
2026-07-03 12:32:00,WIN-SRV02,EMP_021,10.20.5.88,10.20.5.181,cat /var/log/auth.log,Success,,cron
2026-07-03 15:15:00,SQL-HR01,EMP_039,10.20.2.220,10.20.4.89,ps,Success,,bash
2026-07-03 01:56:00,SQL-HR01,SERVICE_SQL,10.20.4.36,10.20.5.180,top,Success,,systemd
2026-07-03 04:59:00,BACKUP01,EMP_013,10.20.1.182,10.20.5.23,cat /var/log/auth.log,Success,,bash
2026-07-03 01:28:00,BACKUP01,EMP_028,10.20.4.46,10.20.5.176,pwd,Success,,cron
2026-07-03 11:08:00,SQL-FIN01,EMP_047,10.20.1.50,10.20.4.24,top,Success,,bash
2026-07-03 00:14:00,WIN-SRV01,EMP_001,10.20.4.67,10.20.5.176,pwd,Success,,bash
2026-07-03 05:07:00,LINUX-SRV01,SOC_ANALYST,10.20.5.108,10.20.5.237,df,Success,,systemd
2026-07-03 01:40:00,DC01,EMP_003,10.20.4.217,10.20.3.115,ls,Success,,systemd
2026-07-03 11:16:00,SQL-FIN01,EMP_024,10.20.2.177,10.20.2.148,cat /var/log/auth.log,Success,,systemd
2026-07-03 14:12:00,WIN-SRV02,EMP_032,10.20.4.217,10.20.5.17,cat /var/log/auth.log,Success,,systemd
2026-07-03 11:30:00,DC01,BACKUP_ADMIN,10.20.5.204,10.20.3.159,cat /var/log/auth.log,Success,,cron
2026-07-03 00:14:00,BACKUP01,EMP_047,10.20.3.31,10.20.5.186,df,Success,,bash
2026-07-03 10:40:00,BACKUP01,EMP_038,10.20.5.198,10.20.1.92,ps,Success,,bash
2026-07-03 04:22:00,SQL-FIN01,EMP_014,10.20.4.196,10.20.2.187,cat /var/log/auth.log,Success,,systemd
2026-07-03 03:19:00,LINUX-SRV01,EMP_047,10.20.2.25,10.20.3.219,pwd,Success,,bash
2026-07-03 15:58:00,LINUX-SRV01,EMP_033,10.20.2.59,10.20.1.218,pwd,Success,,systemd
2026-07-03 16:31:00,DC01,EMP_027,10.20.4.171,10.20.5.191,ps,Success,,cron
2026-07-03 18:56:00,DC01,EMP_042,10.20.1.109,10.20.3.23,ls,Success,,cron
2026-07-03 21:15:00,LINUX-SRV02,EMP_004,10.20.1.121,10.20.2.230,df,Success,,cron
2026-07-03 14:48:00,DC01,EMP_047,10.20.2.46,10.20.3.198,df,Success,,systemd
2026-07-03 03:56:00,SQL-HR01,EMP_023,10.20.4.10,10.20.2.67,pwd,Success,,systemd
2026-07-03 19:34:00,LINUX-SRV02,NETWORK_ADMIN,10.20.4.207,10.20.1.170,ls,Success,,bash
2026-07-03 22:16:00,SQL-HR01,EMP_015,10.20.4.247,10.20.1.86,df,Success,,bash
2026-07-03 07:29:00,WIN-SRV02,EMP_042,10.20.5.251,10.20.3.63,cat /var/log/auth.log,Success,,systemd
2026-07-03 16:44:00,SQL-HR01,EMP_019,10.20.1.110,10.20.2.103,df,Success,,systemd
2026-07-03 19:14:00,BACKUP01,EMP_014,10.20.2.130,10.20.4.185,pwd,Success,,systemd
2026-07-03 22:15:00,WIN-SRV01,EMP_038,10.20.3.252,10.20.1.249,ls,Success,,systemd
2026-07-03 12:09:00,SQL-FIN01,EMP_009,10.20.3.203,10.20.1.167,ps,Success,,systemd
2026-07-03 14:43:00,WIN-SRV02,EMP_004,10.20.2.181,10.20.2.213,ls,Success,,systemd
2026-07-03 02:04:00,SQL-FIN01,EMP_019,10.20.5.109,10.20.3.26,top,Success,,cron
2026-07-03 13:08:00,DC02,EMP_010,10.20.2.117,10.20.2.87,ps,Success,,bash
2026-07-03 08:27:00,LINUX-SRV01,EMP_040,10.20.1.149,10.20.2.229,cat /var/log/auth.log,Success,,bash
2026-07-03 02:28:00,LINUX-SRV02,EMP_018,10.20.4.122,10.20.1.95,top,Success,,cron
2026-07-03 14:38:00,DC01,EMP_013,10.20.2.29,10.20.4.204,top,Success,,bash
2026-07-03 02:15:00,LINUX-SRV02,NETWORK_ADMIN,10.20.3.34,10.20.1.197,cat /var/log/auth.log,Success,,cron
2026-07-03 05:25:00,SQL-FIN01,EMP_041,10.20.5.227,10.20.2.108,ls,Success,,cron
2026-07-03 16:54:00,LINUX-SRV01,EMP_038,10.20.4.49,10.20.5.159,top,Success,,systemd
2026-07-03 07:56:00,LINUX-SRV02,EMP_007,10.20.1.205,10.20.2.162,df,Success,,cron
2026-07-03 18:28:00,DC02,EMP_028,10.20.4.50,10.20.3.153,top,Success,,bash
2026-07-03 07:41:00,LINUX-SRV01,EMP_010,10.20.4.223,10.20.3.97,ps,Success,,systemd
2026-07-03 08:30:00,DC01,EMP_021,10.20.4.10,10.20.5.102,top,Success,,bash
2026-07-03 12:31:00,SQL-FIN01,EMP_009,10.20.2.131,10.20.3.18,ps,Success,,bash
2026-07-03 03:44:00,LINUX-SRV03,EMP_013,10.20.1.199,10.20.5.21,top,Success,,systemd
2026-07-03 06:32:00,DC02,EMP_009,10.20.1.80,10.20.3.216,top,Success,,bash
2026-07-03 04:42:00,DC01,EMP_016,10.20.3.27,10.20.3.66,ps,Success,,systemd
2026-07-03 05:17:00,SQL-HR01,EMP_012,10.20.3.146,10.20.2.224,pwd,Success,,systemd
2026-07-03 21:17:00,LINUX-SRV03,EMP_005,10.20.1.121,10.20.3.71,ls,Success,,cron
2026-07-03 10:01:00,DC02,EMP_007,10.20.4.42,10.20.5.212,cat /var/log/auth.log,Success,,cron
2026-07-03 17:20:00,WIN-SRV01,EMP_032,10.20.2.164,10.20.5.227,top,Success,,systemd
2026-07-03 17:46:00,LINUX-SRV02,EMP_013,10.20.2.196,10.20.5.190,ls,Success,,cron
2026-07-03 14:48:00,LINUX-SRV01,EMP_028,10.20.3.179,10.20.1.230,cat /var/log/auth.log,Success,,bash
2026-07-03 19:46:00,DC02,EMP_048,10.20.5.233,10.20.2.189,ps,Success,,cron
2026-07-03 15:19:00,LINUX-SRV01,EMP_047,10.20.1.121,10.20.2.20,top,Success,,cron
2026-07-03 18:11:00,WIN-SRV02,EMP_006,10.20.4.247,10.20.3.67,ls,Success,,bash
2026-07-03 10:50:00,WIN-SRV02,EMP_004,10.20.2.165,10.20.1.250,cat /var/log/auth.log,Success,,bash
2026-07-03 05:34:00,SQL-FIN01,EMP_009,10.20.3.150,10.20.2.57,pwd,Success,,systemd
2026-07-03 10:08:00,WIN-SRV02,EMP_011,10.20.3.224,10.20.1.226,pwd,Success,,cron
2026-07-03 07:07:00,WIN-SRV02,EMP_037,10.20.4.109,10.20.3.246,df,Success,,cron
2026-07-03 06:15:00,WIN-SRV01,EMP_021,10.20.2.218,10.20.3.52,cat /var/log/auth.log,Success,,systemd
2026-07-03 22:02:00,WIN-SRV02,EMP_031,10.20.2.41,10.20.4.195,ps,Success,,bash
2026-07-03 09:49:00,DC02,EMP_025,10.20.3.62,10.20.3.32,top,Success,,systemd
2026-07-03 22:58:00,SQL-FIN01,EMP_019,10.20.2.100,10.20.1.83,top,Success,,bash
2026-07-03 12:23:00,SQL-HR01,EMP_033,10.20.3.139,10.20.5.87,df,Success,,cron
2026-07-03 21:42:00,DC02,EMP_007,10.20.5.195,10.20.1.57,top,Success,,systemd
2026-07-03 23:20:00,WIN-SRV02,EMP_030,10.20.3.191,10.20.5.148,top,Success,,cron
2026-07-03 07:13:00,BACKUP01,EMP_022,10.20.1.32,10.20.1.58,ls,Success,,cron
2026-07-03 07:05:00,LINUX-SRV03,SERVICE_SQL,10.20.1.231,10.20.2.27,ps,Success,,bash
2026-07-03 22:07:00,DC01,EMP_049,10.20.4.36,10.20.3.243,ls,Success,,cron
2026-07-03 07:03:00,LINUX-SRV02,EMP_030,10.20.1.38,10.20.5.133,cat /var/log/auth.log,Success,,bash
2026-07-03 03:12:00,LINUX-SRV03,EMP_014,10.20.4.84,10.20.2.168,df,Success,,bash
2026-07-03 01:53:00,DC01,EMP_001,10.20.3.206,10.20.5.140,df,Success,,cron
2026-07-03 18:22:00,DC01,EMP_042,10.20.1.231,10.20.1.92,top,Success,,cron
2026-07-03 01:15:00,WIN-SRV02,EMP_019,10.20.2.224,10.20.5.226,ls,Success,,bash
2026-07-03 12:59:00,SQL-FIN01,EMP_035,10.20.4.85,10.20.5.245,cat /var/log/auth.log,Success,,bash
2026-07-03 07:07:00,BACKUP01,EMP_021,10.20.2.244,10.20.4.40,pwd,Success,,bash
2026-07-03 08:13:00,BACKUP01,EMP_050,10.20.2.99,10.20.3.199,ps,Success,,cron
2026-07-03 09:07:00,BACKUP01,EMP_023,10.20.3.111,10.20.3.179,df,Success,,bash
2026-07-03 12:22:00,WIN-SRV02,EMP_001,10.20.5.143,10.20.5.93,ls,Success,,systemd
2026-07-03 05:07:00,SQL-HR01,EMP_014,10.20.4.154,10.20.1.105,pwd,Success,,cron
2026-07-03 21:08:00,LINUX-SRV01,EMP_042,10.20.4.231,10.20.4.43,ps,Success,,cron
2026-07-03 12:26:00,LINUX-SRV03,EMP_009,10.20.2.237,10.20.2.11,df,Success,,cron
2026-07-03 13:49:00,SQL-FIN01,EMP_042,10.20.2.116,10.20.2.88,ls,Success,,systemd
2026-07-03 02:22:00,LINUX-SRV03,EMP_001,10.20.1.4,10.20.5.73,ls,Success,,systemd
2026-07-03 17:42:00,DC02,EMP_024,10.20.2.34,10.20.2.123,pwd,Success,,cron
2026-07-03 17:29:00,SQL-HR01,EMP_020,10.20.5.158,10.20.2.226,ls,Success,,systemd
2026-07-03 11:24:00,DC02,EMP_033,10.20.4.130,10.20.4.53,top,Success,,bash
2026-07-03 07:56:00,DC02,EMP_023,10.20.4.234,10.20.4.254,cat /var/log/auth.log,Success,,systemd
2026-07-03 15:33:00,LINUX-SRV01,EMP_029,10.20.2.224,10.20.4.228,cat /var/log/auth.log,Success,,bash
2026-07-03 19:18:00,SQL-FIN01,EMP_029,10.20.4.211,10.20.2.143,ls,Success,,bash
2026-07-03 15:07:00,LINUX-SRV02,EMP_027,10.20.5.237,10.20.5.148,top,Success,,cron
2026-07-03 12:36:00,LINUX-SRV01,EMP_026,10.20.1.48,10.20.2.254,top,Success,,systemd
2026-07-03 04:58:00,LINUX-SRV03,EMP_034,10.20.2.164,10.20.5.70,df,Success,,cron
2026-07-03 01:14:00,DC02,EMP_030,10.20.2.79,10.20.1.112,pwd,Success,,systemd
2026-07-03 21:18:00,SQL-HR01,EMP_010,10.20.2.102,10.20.3.80,ls,Success,,systemd
2026-07-03 16:10:00,DC01,EMP_035,10.20.4.239,10.20.3.87,df,Success,,cron
2026-07-03 09:24:00,LINUX-SRV02,EMP_037,10.20.5.138,10.20.2.98,df,Success,,cron
2026-07-03 18:29:00,BACKUP01,EMP_001,10.20.5.236,10.20.5.235,cat /var/log/auth.log,Success,,cron
2026-07-03 20:00:00,WIN-SRV01,EMP_004,10.20.2.6,10.20.4.154,ps,Success,,systemd
2026-07-03 17:58:00,LINUX-SRV02,EMP_019,10.20.4.213,10.20.3.244,top,Success,,bash
2026-07-03 11:27:00,WIN-SRV01,SERVICE_SQL,10.20.5.248,10.20.1.161,pwd,Success,,systemd
2026-07-03 04:43:00,SQL-HR01,EMP_021,10.20.1.231,10.20.1.195,pwd,Success,,bash
2026-07-03 19:39:00,DC01,EMP_035,10.20.2.248,10.20.4.223,ps,Success,,bash
2026-07-03 05:57:00,DC01,EMP_043,10.20.5.122,10.20.1.245,pwd,Success,,bash
2026-07-03 03:52:00,SQL-HR01,EMP_009,10.20.5.198,10.20.2.162,ps,Success,,bash
2026-07-03 06:43:00,BACKUP01,EMP_003,10.20.2.131,10.20.3.135,cat /var/log/auth.log,Success,,systemd
2026-07-03 09:15:00,WIN-SRV01,EMP_030,10.20.4.6,10.20.3.129,cat /var/log/auth.log,Success,,cron
2026-07-03 17:46:00,WIN-SRV01,EMP_034,10.20.2.101,10.20.2.189,df,Success,,cron
2026-07-03 03:53:00,DC01,EMP_042,10.20.3.2,10.20.4.240,ls,Success,,cron
2026-07-03 10:01:00,DC01,EMP_038,10.20.1.137,10.20.5.133,ls,Success,,cron
2026-07-03 13:18:00,BACKUP01,EMP_043,10.20.3.19,10.20.2.22,df,Success,,bash
2026-07-03 09:24:00,LINUX-SRV03,EMP_050,10.20.5.105,10.20.4.52,ls,Success,,systemd
2026-07-03 13:20:00,DC02,EMP_017,10.20.4.190,10.20.2.138,ps,Success,,systemd
2026-07-03 02:36:00,LINUX-SRV01,EMP_025,10.20.4.141,10.20.1.44,ps,Success,,systemd
2026-07-03 08:46:00,BACKUP01,EMP_039,10.20.1.121,10.20.4.84,top,Success,,cron
2026-07-03 18:51:00,DC02,EMP_040,10.20.2.57,10.20.5.17,ps,Success,,cron
2026-07-03 16:28:00,LINUX-SRV01,EMP_010,10.20.3.160,10.20.1.73,cat /var/log/auth.log,Success,,bash
2026-07-03 12:23:00,SQL-FIN01,EMP_034,10.20.2.61,10.20.2.232,pwd,Success,,cron
2026-07-03 23:00:00,WIN-SRV01,BACKUP_ADMIN,10.20.1.103,10.20.4.46,df,Success,,bash
2026-07-03 08:00:00,DC01,EMP_003,10.20.2.236,10.20.3.165,ps,Success,,bash
2026-07-03 22:35:00,BACKUP01,EMP_048,10.20.3.31,10.20.5.252,top,Success,,bash
